0.0000000,0.4556346,0.2291592,0.0000000,0.4526709,0.3363748,0.0000000,0.4497073,0.4435905,0.0000000,0.4467436,0.5508061,0.0000000,0.4467436,0.5508061,0.0000000,0.4467436,0.5508061,0.1622750,0.4467436,0.5508061,0.1622750,0.3854667,0.4724222,0.1622750,0.3241898,0.3940384,0.1622750,0.2355495,0.4502152,0.1622750,0.1469093,0.5063920,-0.1622750,0.4467436,0.5508061,-0.1622750,0.3854667,0.4724222,-0.1622750,0.3241898,0.3940384,-0.1622750,0.2355495,0.4502152,-0.1622750,0.1469093,0.5063920,0.1622750,0.4556346,0.2291592,0.1622750,0.3196052,0.0825843,0.1622750,0.2411609,0.1516140,0.1622750,0.1627166,0.2206437,-0.1622750,0.4556346,0.2291592,-0.1622750,0.3196052,0.0825843,-0.1622750,0.2411609,0.1516140,-0.1622750,0.1627166,0.2206437
0.0000000,0.4533814,0.2479093,0.0000000,0.4517461,0.3551528,0.0000000,0.4501107,0.4623962,0.0000000,0.4484754,0.5696396,0.0000000,0.4484754,0.5696396,0.0000000,0.4484754,0.5696396,0.1622750,0.4484754,0.5696396,0.1622750,0.3857955,0.4922483,0.1622750,0.3231157,0.4148570,0.1622750,0.2409832,0.4800610,0.1622750,0.1588506,0.5452649,-0.1622750,0.4484754,0.5696396,-0.1622750,0.3857955,0.4922483,-0.1622750,0.3231157,0.4148570,-0.1622750,0.2409832,0.4800610,-0.1622750,0.1588506,0.5452649,0.1622750,0.4533814,0.2479093,0.1622750,0.3047403,0.1144193,0.1622750,0.2333049,0.1905896,0.1622751,0.1618695,0.2667599,-0.1622750,0.4533814,0.2479093,-0.1622750,0.3047403,0.1144193,-0.1622750,0.2333049,0.1905896,-0.1622750,0.1618695,0.2667599
0.0000000,0.4508172,0.2666372,0.0000000,0.4503550,0.3738919,0.0000000,0.4498928,0.4811466,0.0000000,0.4494306,0.5884013,0.0000000,0.4494306,0.5884013,0.0000000,0.4494306,0.5884013,0.1622750,0.4494306,0.5884013,0.1622750,0.3838494,0.5133515,0.1622750,0.3182683,0.4383017,0.1622750,0.2433298,0.5116393,0.1622750,0.1683914,0.5849770,-0.1622750,0.4494306,0.5884013,-0.1622750,0.3838494,0.5133515,-0.1622750,0.3182683,0.4383017,-0.1622750,0.2433298,0.5116393,-0.1622750,0.1683914,0.5849770,0.1622750,0.4508172,0.2666372,0.1622750,0.2893407,0.1492694,0.1622750,0.2252612,0.2317371,0.1622750,0.1611817,0.3142047,-0.1622750,0.4508172,0.2666372,-0.1622750,0.2893407,0.1492694,-0.1622750,0.2252612,0.2317371,-0.1622750,0.1611817,0.3142047
0.0000000,0.4475144,0.2853549,0.0000000,0.4481336,0.3926089,0.0000000,0.4487528,0.4998629,-0.0000000,0.4493720,0.6071169,-0.0000000,0.4493720,0.6071169,-0.0000000,0.4493720,0.6071169,0.1622750,0.4493720,0.6071169,0.1622750,0.3795804,0.5358901,0.1622750,0.3097889,0.4646633,0.1622750,0.2429566,0.5454849,0.1622750,0.1761243,0.6263064,-0.1622750,0.4493720,0.6071169,-0.1622750,0.3795804,0.5358901,-0.1622750,0.3097889,0.4646633,-0.1622750,0.2429566,0.5454849,-0.1622750,0.1761243,0.6263064,0.1622750,0.4475144,0.2853549,0.1622750,0.2747380,0.1854455,0.1622750,0.2173622,0.2728083,0.1622750,0.1599864,0.3601712,-0.1622750,0.4475144,0.2853549,-0.1622750,0.2747380,0.1854455,-0.1622750,0.2173622,0.2728083,-0.1622750,0.1599864,0.3601712
0.0000000,0.4433602,0.3040609,0.0000000,0.4449784,0.4113049,-0.0000000,0.4465967,0.5185488,-0.0000000,0.4482149,0.6257928,-0.0000000,0.4482149,0.6257928,-0.0000000,0.4482149,0.6257928,0.1622750,0.4482149,0.6257928,0.1622750,0.3733026,0.5598989,0.1622750,0.2983903,0.4940049,0.1622750,0.2404834,0.5815087,0.1622750,0.1825765,0.6690124,-0.1622750,0.4482149,0.6257928,-0.1622750,0.3733026,0.5598989,-0.1622750,0.2983903,0.4940049,-0.1622750,0.2404834,0.5815087,-0.1622750,0.1825765,0.6690124,0.1622750,0.4433602,0.3040609,0.1622750,0.2617592,0.2209986,0.1622750,0.2098757,0.3118597,0.1622750,0.1579923,0.4027208,-0.1622750,0.4433602,0.3040609,-0.1622750,0.2617592,0.2209986,-0.1622750,0.2098757,0.3118597,-0.1622750,0.1579923,0.4027208
0.0000000,0.4384340,0.3227356,0.0000000,0.4409213,0.4299633,0.0000000,0.4434086,0.5371911,-0.0000000,0.4458959,0.6444189,-0.0000000,0.4458959,0.6444189,-0.0000000,0.4458959,0.6444189,0.1622750,0.4458959,0.6444189,0.1622750,0.3655159,0.5852322,0.1622750,0.2851359,0.5260455,0.1622750,0.2364561,0.6190652,0.1622750,0.1877762,0.7120849,-0.1622750,0.4458959,0.6444189,-0.1622750,0.3655159,0.5852322,-0.1622750,0.2851359,0.5260455,-0.1622750,0.2364561,0.6190652,-0.1622750,0.1877762,0.7120849,0.1622750,0.4384340,0.3227356,0.1622750,0.2512794,0.2524482,0.1622750,0.2039128,0.3458536,0.1622750,0.1565463,0.4392590,-0.1622750,0.4384340,0.3227356,-0.1622750,0.2512794,0.2524482,-0.1622750,0.2039128,0.3458536,-0.1622750,0.1565463,0.4392590
0.0000000,0.4327308,0.3413773,0.0000000,0.4359658,0.4485849,0.0000000,0.4392008,0.5557925,0.0000000,0.4424359,0.6630002,0.0000000,0.4424359,0.6630002,0.0000000,0.4424359,0.6630002,0.1622750,0.4424359,0.6630002,0.1622750,0.3568867,0.6116499,0.1622750,0.2713376,0.5602995,0.1622750,0.2315989,0.6574013,0.1622750,0.1918601,0.7545031,-0.1622750,0.4424359,0.6630002,-0.1622750,0.3568867,0.6116499,-0.1622750,0.2713376,0.5602995,-0.1622750,0.2315989,0.6574013,-0.1622750,0.1918601,0.7545031,0.1622750,0.4327308,0.3413773,0.1622750,0.2420631,0.2811058,0.1622750,0.1954232,0.3749681,0.1622750,0.1487834,0.4688305,-0.1622750,0.4327308,0.3413773,-0.1622750,0.2420631,0.2811058,-0.1622750,0.1954232,0.3749681,-0.1622750,0.1487834,0.4688305
0.0000000,0.4264286,0.3599949,0.0000000,0.4303290,0.4671803,0.0000000,0.4342294,0.5743657,0.0000000,0.4381298,0.6815511,0.0000000,0.4381298,0.6815511,0.0000000,0.4381298,0.6815511,0.1622750,0.4381298,0.6815511,0.1622750,0.3481409,0.6385046,0.1622750,0.2581520,0.5954582,0.1622750,0.2265077,0.6954457,0.1622750,0.1948635,0.7954331,-0.1622750,0.4381298,0.6815511,-0.1622750,0.3481409,0.6385046,-0.1622750,0.2581520,0.5954582,-0.1622750,0.2265077,0.6954457,-0.1622750,0.1948635,0.7954331,0.1622750,0.4264286,0.3599949,0.1622750,0.2329896,0.3094219,0.1622750,0.1814218,0.4007355,0.1622750,0.1298539,0.4920490,-0.1622750,0.4264286,0.3599949,-0.1622750,0.2329896,0.3094219,-0.1622750,0.1814218,0.4007355,-0.1622750,0.1298539,0.4920490
0.0000000,0.4197019,0.3785957,0.0000000,0.4242122,0.4857572,0.0000000,0.4287225,0.5929187,0.0000000,0.4332327,0.7000802,0.0000000,0.4332327,0.7000802,0.0000000,0.4332327,0.7000802,0.1622750,0.4332327,0.7000802,0.1622750,0.3397438,0.6651784,0.1622750,0.2462548,0.6302766,0.1622750,0.2212749,0.7321214,0.1622750,0.1962950,0.8339661,-0.1622750,0.4332327,0.7000802,-0.1622750,0.3397438,0.6651784,-0.1622750,0.2462548,0.6302766,-0.1622750,0.2212749,0.7321214,-0.1622750,0.1962950,0.8339661,0.1622750,0.4197019,0.3785957,0.1622750,0.2236957,0.3393375,0.1622750,0.1639268,0.4255216,0.1622750,0.1041579,0.5117057,-0.1622750,0.4197019,0.3785957,-0.1622750,0.2236957,0.3393375,-0.1622750,0.1639268,0.4255216,-0.1622750,0.1041579,0.5117057
0.0000000,0.4126912,0.3971770,0.0000000,0.4177533,0.5043139,0.0000000,0.4228155,0.6114509,0.0000000,0.4278776,0.7185879,0.0000000,0.4278776,0.7185879,0.0000000,0.4278776,0.7185879,0.1622750,0.4278776,0.7185879,0.1622750,0.3318552,0.6911317,0.1622750,0.2358328,0.6636755,0.1622750,0.2157451,0.7665884,0.1622750,0.1956574,0.8695013,-0.1622750,0.4278776,0.7185879,-0.1622750,0.3318552,0.6911317,-0.1622750,0.2358328,0.6636755,-0.1622750,0.2157451,0.7665884,-0.1622750,0.1956574,0.8695013,0.1622750,0.4126912,0.3971770,0.1622750,0.2145320,0.3705714,0.1622750,0.1453557,0.4494236,0.1622750,0.0761794,0.5282758,-0.1622750,0.4126912,0.3971770,-0.1622750,0.2145320,0.3705714,-0.1622750,0.1453557,0.4494236,-0.1622750,0.0761794,0.5282758
